#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CCND1	CTNNB1	9606.ENSP00000227507	9606.ENSP00000495360	0	0	0	0	0.073	0.300	0.500	0.926	0.972
CCND1	EP300	9606.ENSP00000227507	9606.ENSP00000263253	0	0	0	0	0	0.735	0.500	0.822	0.974
CCND1	CDKN2B	9606.ENSP00000227507	9606.ENSP00000276925	0	0	0	0	0	0	0.900	0.758	0.974
CCND1	STAT3	9606.ENSP00000227507	9606.ENSP00000264657	0	0	0	0	0.054	0.644	0.500	0.898	0.980
CCND1	GSK3B	9606.ENSP00000227507	9606.ENSP00000324806	0	0	0	0	0	0.409	0.900	0.803	0.987
CCND1	ESR1	9606.ENSP00000227507	9606.ENSP00000405330	0	0	0	0	0.069	0.625	0.750	0.971	0.997
CCND1	CDKN2A	9606.ENSP00000227507	9606.ENSP00000418915	0	0	0	0	0	0.726	0.900	0.946	0.998
CCND1	CDK2	9606.ENSP00000227507	9606.ENSP00000266970	0	0	0	0	0.135	0.901	0.800	0.998	0.999
CCND1	CDK4	9606.ENSP00000227507	9606.ENSP00000257904	0	0	0	0	0.131	0.999	0.900	0.999	0.999
CCND1	CDKN1A	9606.ENSP00000227507	9606.ENSP00000384849	0	0	0	0	0.118	0.996	0.900	0.995	0.999
CCNT1	ESR1	9606.ENSP00000261900	9606.ENSP00000405330	0	0	0	0	0	0.302	0.500	0.254	0.716
CCNT1	SP1	9606.ENSP00000261900	9606.ENSP00000329357	0	0	0	0	0.167	0.045	0.500	0.467	0.759
CCNT1	CDK2	9606.ENSP00000261900	9606.ENSP00000266970	0	0	0	0	0.064	0.108	0	0.757	0.779
CCNT1	MYC	9606.ENSP00000261900	9606.ENSP00000478887	0	0	0	0	0.054	0.778	0	0.894	0.975
CDCA7L	MYC	9606.ENSP00000383986	9606.ENSP00000478887	0	0	0	0	0.085	0.510	0	0.991	0.995
CDK2	CCND1	9606.ENSP00000266970	9606.ENSP00000227507	0	0	0	0	0.135	0.901	0.800	0.998	0.999
CDK2	SKP1	9606.ENSP00000266970	9606.ENSP00000231487	0	0	0	0	0.049	0.960	0.900	0.958	0.999
CDK2	CDK4	9606.ENSP00000266970	9606.ENSP00000257904	0	0	0.084	0.908	0.138	0	0.900	0.983	0.998
CDK2	CCNT1	9606.ENSP00000266970	9606.ENSP00000261900	0	0	0	0	0.064	0.108	0	0.757	0.779
CDK2	EP300	9606.ENSP00000266970	9606.ENSP00000263253	0	0	0	0	0.069	0.795	0	0.640	0.925
CDK2	EZH2	9606.ENSP00000266970	9606.ENSP00000320147	0	0	0	0	0.221	0.305	0	0.493	0.702
CDK2	ESR1	9606.ENSP00000266970	9606.ENSP00000405330	0	0	0	0	0	0.294	0	0.612	0.714
CDK2	CTNNB1	9606.ENSP00000266970	9606.ENSP00000495360	0	0	0	0	0.049	0.325	0	0.618	0.733
CDK2	GSK3B	9606.ENSP00000266970	9606.ENSP00000324806	0	0	0	0.827	0.044	0.098	0	0.755	0.770
CDK2	HIF1A	9606.ENSP00000266970	9606.ENSP00000437955	0	0	0	0	0.070	0.292	0	0.684	0.773
CDK2	HSP90AA1	9606.ENSP00000266970	9606.ENSP00000335153	0	0	0	0	0.077	0.272	0	0.725	0.799
CDK2	CDKN2B	9606.ENSP00000266970	9606.ENSP00000276925	0	0	0	0	0	0.094	0	0.787	0.799
CDK2	JUN	9606.ENSP00000266970	9606.ENSP00000360266	0	0	0	0	0	0.188	0	0.793	0.825
CDK2	SMAD3	9606.ENSP00000266970	9606.ENSP00000332973	0	0	0	0	0.052	0.597	0	0.605	0.836
CDK2	MYC	9606.ENSP00000266970	9606.ENSP00000478887	0	0	0	0	0.114	0.327	0.500	0.884	0.960
CDK2	BRCA1	9606.ENSP00000266970	9606.ENSP00000418960	0	0	0	0	0.194	0.735	0.500	0.872	0.984
CDK2	TP53	9606.ENSP00000266970	9606.ENSP00000269305	0	0	0	0	0.093	0.778	0.500	0.891	0.987
CDK2	CDKN2A	9606.ENSP00000266970	9606.ENSP00000418915	0	0	0	0	0.072	0.094	0	0.993	0.993
CDK2	E2F1	9606.ENSP00000266970	9606.ENSP00000345571	0	0	0	0	0.164	0.796	0.900	0.873	0.997
CDK2	CUL1	9606.ENSP00000266970	9606.ENSP00000326804	0	0	0	0	0.058	0.879	0.900	0.864	0.998
CDK2	SKP2	9606.ENSP00000266970	9606.ENSP00000274255	0	0	0	0	0.245	0.991	0.900	0.991	0.999
CDK2	CDKN1A	9606.ENSP00000266970	9606.ENSP00000384849	0	0	0	0	0.085	0.994	0.900	0.999	0.999
CDK4	CCND1	9606.ENSP00000257904	9606.ENSP00000227507	0	0	0	0	0.131	0.999	0.900	0.999	0.999
CDK4	SKP1	9606.ENSP00000257904	9606.ENSP00000231487	0	0	0	0	0.049	0.130	0.500	0.411	0.723
CDK4	CUL1	9606.ENSP00000257904	9606.ENSP00000326804	0	0	0	0	0.056	0.042	0.500	0.441	0.713
CDK4	ESR1	9606.ENSP00000257904	9606.ENSP00000405330	0	0	0	0	0	0.045	0	0.717	0.718
CDK4	SMARCA4	9606.ENSP00000257904	9606.ENSP00000343896	0	0	0	0	0.097	0.098	0.500	0.459	0.750
CDK4	JUN	9606.ENSP00000257904	9606.ENSP00000360266	0	0	0	0	0	0.188	0	0.716	0.759
CDK4	CTNNB1	9606.ENSP00000257904	9606.ENSP00000495360	0	0	0	0	0.044	0.086	0	0.784	0.795
CDK4	GSK3B	9606.ENSP00000257904	9606.ENSP00000324806	0	0	0	0.727	0.044	0.098	0.750	0.202	0.805
CDK4	SKP2	9606.ENSP00000257904	9606.ENSP00000274255	0	0	0	0	0.138	0.323	0.500	0.632	0.878
CDK4	SMAD3	9606.ENSP00000257904	9606.ENSP00000332973	0	0	0	0	0.045	0.597	0	0.743	0.892
CDK4	E2F1	9606.ENSP00000257904	9606.ENSP00000345571	0	0	0	0	0.110	0.091	0.500	0.908	0.958
CDK4	MYC	9606.ENSP00000257904	9606.ENSP00000478887	0	0	0	0	0.100	0.642	0	0.904	0.966
CDK4	TP53	9606.ENSP00000257904	9606.ENSP00000269305	0	0	0	0	0.117	0.554	0	0.922	0.966
CDK4	BRCA1	9606.ENSP00000257904	9606.ENSP00000418960	0	0	0	0	0.127	0.625	0.800	0.633	0.972
CDK4	CDK2	9606.ENSP00000257904	9606.ENSP00000266970	0	0	0.084	0.908	0.138	0	0.900	0.983	0.998
CDK4	HSP90AA1	9606.ENSP00000257904	9606.ENSP00000335153	0	0	0	0	0.100	0.861	0	0.989	0.998
CDK4	CDKN2A	9606.ENSP00000257904	9606.ENSP00000418915	0	0	0	0	0.058	0.994	0.900	0.999	0.999
CDK4	CDKN1A	9606.ENSP00000257904	9606.ENSP00000384849	0	0	0	0	0.103	0.999	0.900	0.998	0.999
CDK4	CDKN2B	9606.ENSP00000257904	9606.ENSP00000276925	0	0	0	0	0	0.897	0.900	0.997	0.999
CDKN1A	MAPK1	9606.ENSP00000384849	9606.ENSP00000215832	0	0	0	0	0	0	0	0.732	0.732
CDKN1A	CCND1	9606.ENSP00000384849	9606.ENSP00000227507	0	0	0	0	0.118	0.996	0.900	0.995	0.999
CDKN1A	SKP1	9606.ENSP00000384849	9606.ENSP00000231487	0	0	0	0	0.049	0.688	0.900	0.429	0.980
CDKN1A	CDK4	9606.ENSP00000384849	9606.ENSP00000257904	0	0	0	0	0.103	0.999	0.900	0.998	0.999
CDKN1A	EP300	9606.ENSP00000384849	9606.ENSP00000263253	0	0	0	0	0	0.719	0	0.728	0.920
CDKN1A	STAT3	9606.ENSP00000384849	9606.ENSP00000264657	0	0	0	0	0.125	0.828	0.500	0.815	0.984
CDKN1A	CDK2	9606.ENSP00000384849	9606.ENSP00000266970	0	0	0	0	0.085	0.994	0.900	0.999	0.999
CDKN1A	TP53	9606.ENSP00000384849	9606.ENSP00000269305	0	0	0	0	0	0.925	0.900	0.960	0.999
CDKN1A	SKP2	9606.ENSP00000384849	9606.ENSP00000274255	0	0	0	0	0	0.898	0.900	0.656	0.996
CDKN1A	CDKN2B	9606.ENSP00000384849	9606.ENSP00000276925	0	0	0	0	0.080	0.049	0.500	0.779	0.890
CDKN1A	FOS	9606.ENSP00000384849	9606.ENSP00000306245	0	0	0	0	0.126	0	0	0.729	0.753
CDKN1A	EZH2	9606.ENSP00000384849	9606.ENSP00000320147	0	0	0	0	0.044	0	0	0.738	0.739
CDKN1A	CUL1	9606.ENSP00000384849	9606.ENSP00000326804	0	0	0	0	0	0.294	0.900	0.452	0.958
CDKN1A	SMAD3	9606.ENSP00000384849	9606.ENSP00000332973	0	0	0	0	0.061	0.292	0.500	0.784	0.918
CDKN1A	HSP90AA1	9606.ENSP00000384849	9606.ENSP00000335153	0	0	0	0	0.078	0.292	0.500	0.756	0.909
CDKN1A	E2F1	9606.ENSP00000384849	9606.ENSP00000345571	0	0	0	0	0	0.226	0.500	0.947	0.977
CDKN1A	JUN	9606.ENSP00000384849	9606.ENSP00000360266	0	0	0	0	0.122	0.510	0	0.639	0.831
CDKN1A	HDAC1	9606.ENSP00000384849	9606.ENSP00000362649	0	0	0	0	0	0.775	0	0.587	0.903
CDKN1A	NFE2L2	9606.ENSP00000384849	9606.ENSP00000380252	0	0	0	0	0.103	0.295	0.400	0.419	0.750
CDKN1A	BRCA1	9606.ENSP00000384849	9606.ENSP00000418960	0	0	0	0	0	0.292	0	0.742	0.809
CDKN1A	ESR1	9606.ENSP00000384849	9606.ENSP00000405330	0	0	0	0	0	0.625	0	0.597	0.842
CDKN1A	CDKN2A	9606.ENSP00000384849	9606.ENSP00000418915	0	0	0	0	0.060	0.049	0.500	0.933	0.966
CDKN1A	MYC	9606.ENSP00000384849	9606.ENSP00000478887	0	0	0	0	0.105	0.320	0.500	0.945	0.981
CDKN2A	MAPK1	9606.ENSP00000418915	9606.ENSP00000215832	0	0	0	0	0.049	0.350	0	0.771	0.846
CDKN2A	CCND1	9606.ENSP00000418915	9606.ENSP00000227507	0	0	0	0	0	0.726	0.900	0.946	0.998
CDKN2A	CDK4	9606.ENSP00000418915	9606.ENSP00000257904	0	0	0	0	0.058	0.994	0.900	0.999	0.999
CDKN2A	EP300	9606.ENSP00000418915	9606.ENSP00000263253	0	0	0	0	0.042	0.133	0.500	0.702	0.859
CDKN2A	CDK2	9606.ENSP00000418915	9606.ENSP00000266970	0	0	0	0	0.072	0.094	0	0.993	0.993
CDKN2A	TP53	9606.ENSP00000418915	9606.ENSP00000269305	0	0	0	0	0	0.874	0.900	0.970	0.999
CDKN2A	SKP2	9606.ENSP00000418915	9606.ENSP00000274255	0	0	0	0	0.047	0	0	0.799	0.800
CDKN2A	CDKN2B	9606.ENSP00000418915	9606.ENSP00000276925	0	0	0.053	0.972	0.169	0.440	0.900	0.067	0.951
CDKN2A	EZH2	9606.ENSP00000418915	9606.ENSP00000320147	0	0	0	0	0.055	0.106	0	0.796	0.813
CDKN2A	SMAD3	9606.ENSP00000418915	9606.ENSP00000332973	0	0	0	0	0.042	0.046	0	0.805	0.806
CDKN2A	SMARCA4	9606.ENSP00000418915	9606.ENSP00000343896	0	0	0	0	0.042	0.328	0	0.730	0.811
CDKN2A	E2F1	9606.ENSP00000418915	9606.ENSP00000345571	0	0	0	0	0.067	0.621	0	0.921	0.969
CDKN2A	JUN	9606.ENSP00000418915	9606.ENSP00000360266	0	0	0	0	0.051	0	0	0.776	0.779
CDKN2A	HDAC1	9606.ENSP00000418915	9606.ENSP00000362649	0	0	0	0	0	0.331	0	0.705	0.794
CDKN2A	NFE2L2	9606.ENSP00000418915	9606.ENSP00000380252	0	0	0	0	0	0	0.500	0.512	0.745
CDKN2A	CDKN1A	9606.ENSP00000418915	9606.ENSP00000384849	0	0	0	0	0.060	0.049	0.500	0.933	0.966
CDKN2A	BRCA1	9606.ENSP00000418915	9606.ENSP00000418960	0	0	0	0	0.045	0.309	0	0.766	0.832
CDKN2A	CTNNB1	9606.ENSP00000418915	9606.ENSP00000495360	0	0	0	0	0.056	0.053	0.500	0.862	0.930
CDKN2A	HIF1A	9606.ENSP00000418915	9606.ENSP00000437955	0	0	0	0	0	0.426	0	0.927	0.956
CDKN2A	MYC	9606.ENSP00000418915	9606.ENSP00000478887	0	0	0	0	0.055	0.783	0.900	0.929	0.998
CDKN2B	CCND1	9606.ENSP00000276925	9606.ENSP00000227507	0	0	0	0	0	0	0.900	0.758	0.974
CDKN2B	CDK4	9606.ENSP00000276925	9606.ENSP00000257904	0	0	0	0	0	0.897	0.900	0.997	0.999
CDKN2B	SMAD2	9606.ENSP00000276925	9606.ENSP00000262160	0	0	0	0	0	0.046	0.500	0.450	0.714
CDKN2B	CDK2	9606.ENSP00000276925	9606.ENSP00000266970	0	0	0	0	0	0.094	0	0.787	0.799
CDKN2B	TP53	9606.ENSP00000276925	9606.ENSP00000269305	0	0	0	0	0	0.172	0	0.837	0.860
CDKN2B	SP1	9606.ENSP00000276925	9606.ENSP00000329357	0	0	0	0	0	0.328	0.500	0.253	0.727
CDKN2B	SMAD3	9606.ENSP00000276925	9606.ENSP00000332973	0	0	0	0	0	0.046	0.500	0.509	0.745
CDKN2B	CDKN1A	9606.ENSP00000276925	9606.ENSP00000384849	0	0	0	0	0.080	0.049	0.500	0.779	0.890
CDKN2B	CDKN2A	9606.ENSP00000276925	9606.ENSP00000418915	0	0	0.053	0.972	0.169	0.440	0.900	0.067	0.951
CDKN2B	MYC	9606.ENSP00000276925	9606.ENSP00000478887	0	0	0	0	0.055	0.166	0.900	0.621	0.966
CTNNB1	MAPK1	9606.ENSP00000495360	9606.ENSP00000215832	0	0	0	0	0.117	0	0	0.713	0.736
CTNNB1	KAT2A	9606.ENSP00000495360	9606.ENSP00000225916	0	0	0	0	0.061	0.510	0.500	0.336	0.826
CTNNB1	CCND1	9606.ENSP00000495360	9606.ENSP00000227507	0	0	0	0	0.073	0.300	0.500	0.926	0.972
CTNNB1	SKP1	9606.ENSP00000495360	9606.ENSP00000231487	0	0	0	0	0.125	0.966	0.500	0.956	0.999
CTNNB1	CDK4	9606.ENSP00000495360	9606.ENSP00000257904	0	0	0	0	0.044	0.086	0	0.784	0.795
CTNNB1	SMAD2	9606.ENSP00000495360	9606.ENSP00000262160	0	0	0	0	0.100	0.673	0.500	0.991	0.998
CTNNB1	MAPK3	9606.ENSP00000495360	9606.ENSP00000263025	0	0	0	0	0.091	0	0	0.866	0.873
CTNNB1	EP300	9606.ENSP00000495360	9606.ENSP00000263253	0	0	0	0	0.049	0.899	0.900	0.992	0.999
CTNNB1	KAT2B	9606.ENSP00000495360	9606.ENSP00000263754	0	0	0	0	0.061	0.292	0.500	0.382	0.767
CTNNB1	STAT3	9606.ENSP00000495360	9606.ENSP00000264657	0	0	0	0	0.128	0	0	0.887	0.897
CTNNB1	CDK2	9606.ENSP00000495360	9606.ENSP00000266970	0	0	0	0	0.049	0.325	0	0.618	0.733
CTNNB1	TP53	9606.ENSP00000495360	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.927	0.927
CTNNB1	IGF2BP1	9606.ENSP00000495360	9606.ENSP00000290341	0	0	0	0	0.055	0	0	0.758	0.761
CTNNB1	RUVBL1	9606.ENSP00000495360	9606.ENSP00000318297	0	0	0	0	0.084	0.783	0.900	0.956	0.999
CTNNB1	EZH2	9606.ENSP00000495360	9606.ENSP00000320147	0	0	0	0	0.064	0.629	0	0.963	0.986
CTNNB1	GSK3B	9606.ENSP00000495360	9606.ENSP00000324806	0	0	0	0	0.054	0.991	0.900	0.999	0.999
CTNNB1	CUL1	9606.ENSP00000495360	9606.ENSP00000326804	0	0	0	0	0.100	0.510	0.500	0.626	0.906
CTNNB1	SP1	9606.ENSP00000495360	9606.ENSP00000329357	0	0	0	0	0.091	0.524	0.098	0.647	0.844
CTNNB1	SMAD3	9606.ENSP00000495360	9606.ENSP00000332973	0	0	0	0	0.074	0.768	0.800	0.980	0.999
CTNNB1	KAT5	9606.ENSP00000495360	9606.ENSP00000340330	0	0	0	0	0	0.052	0.500	0.752	0.872
CTNNB1	SMARCA4	9606.ENSP00000495360	9606.ENSP00000343896	0	0	0	0	0.062	0.644	0.500	0.991	0.998
CTNNB1	TRRAP	9606.ENSP00000495360	9606.ENSP00000352925	0	0	0	0	0.062	0.633	0.500	0.815	0.964
CTNNB1	JUN	9606.ENSP00000495360	9606.ENSP00000360266	0	0	0	0	0.045	0.095	0	0.891	0.898
CTNNB1	HDAC1	9606.ENSP00000495360	9606.ENSP00000362649	0	0	0	0	0.078	0.789	0.500	0.872	0.985
CTNNB1	ESR1	9606.ENSP00000495360	9606.ENSP00000405330	0	0	0	0	0.052	0.301	0	0.952	0.965
CTNNB1	CDKN2A	9606.ENSP00000495360	9606.ENSP00000418915	0	0	0	0	0.056	0.053	0.500	0.862	0.930
CTNNB1	BRCA1	9606.ENSP00000495360	9606.ENSP00000418960	0	0	0	0	0.045	0.292	0	0.634	0.731
CTNNB1	HIF1A	9606.ENSP00000495360	9606.ENSP00000437955	0	0	0	0	0.260	0.785	0	0.989	0.998
CTNNB1	FBXW7	9606.ENSP00000495360	9606.ENSP00000474725	0	0	0	0	0.042	0.292	0	0.898	0.924
CTNNB1	MYC	9606.ENSP00000495360	9606.ENSP00000478887	0	0	0	0	0.058	0.567	0.500	0.937	0.985
CUL1	CCND1	9606.ENSP00000326804	9606.ENSP00000227507	0	0	0	0	0	0.735	0.500	0.474	0.924
CUL1	SKP1	9606.ENSP00000326804	9606.ENSP00000231487	0	0	0	0	0.098	0.999	0.900	0.999	0.999
CUL1	CDK4	9606.ENSP00000326804	9606.ENSP00000257904	0	0	0	0	0.056	0.042	0.500	0.441	0.713
CUL1	SMAD2	9606.ENSP00000326804	9606.ENSP00000262160	0	0	0	0	0.067	0	0.900	0.277	0.926
CUL1	CDK2	9606.ENSP00000326804	9606.ENSP00000266970	0	0	0	0	0.058	0.879	0.900	0.864	0.998
CUL1	TP53	9606.ENSP00000326804	9606.ENSP00000269305	0	0	0	0	0	0.164	0	0.667	0.709
CUL1	SKP2	9606.ENSP00000326804	9606.ENSP00000274255	0	0	0	0	0.048	0.999	0.800	0.998	0.999
CUL1	GSK3B	9606.ENSP00000326804	9606.ENSP00000324806	0	0	0	0	0.049	0.071	0.500	0.556	0.777
CUL1	ZNF346	9606.ENSP00000326804	9606.ENSP00000424495	0	0	0	0	0.049	0	0	0.750	0.752
CUL1	CTNNB1	9606.ENSP00000326804	9606.ENSP00000495360	0	0	0	0	0.100	0.510	0.500	0.626	0.906
CUL1	SMAD3	9606.ENSP00000326804	9606.ENSP00000332973	0	0	0	0	0.074	0.292	0.900	0.299	0.947
CUL1	CDKN1A	9606.ENSP00000326804	9606.ENSP00000384849	0	0	0	0	0	0.294	0.900	0.452	0.958
CUL1	MYC	9606.ENSP00000326804	9606.ENSP00000478887	0	0	0	0	0.043	0.565	0	0.934	0.970
CUL1	FBXW7	9606.ENSP00000326804	9606.ENSP00000474725	0	0	0	0	0	0.953	0.800	0.997	0.999
DNMT3A	CCND1	9606.ENSP00000264709	9606.ENSP00000227507	0	0	0	0	0	0	0.500	0.441	0.708
DNMT3A	ZBTB17	9606.ENSP00000264709	9606.ENSP00000364885	0	0	0	0	0.044	0.522	0	0.472	0.738
DNMT3A	TP53	9606.ENSP00000264709	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.833	0.835
DNMT3A	SMARCA4	9606.ENSP00000264709	9606.ENSP00000343896	0	0	0	0	0.069	0.059	0.500	0.915	0.957
DNMT3A	MYC	9606.ENSP00000264709	9606.ENSP00000478887	0	0	0	0	0.103	0.516	0	0.983	0.991
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.075	0.515	0	0.994	0.997
DNMT3A	EZH2	9606.ENSP00000264709	9606.ENSP00000320147	0	0	0	0	0.078	0.519	0.500	0.998	0.999
E2F1	KAT2A	9606.ENSP00000345571	9606.ENSP00000225916	0	0	0	0	0.074	0.632	0.500	0.422	0.888
E2F1	CCND1	9606.ENSP00000345571	9606.ENSP00000227507	0	0	0	0	0.062	0.068	0.500	0.876	0.938
E2F1	CDK4	9606.ENSP00000345571	9606.ENSP00000257904	0	0	0	0	0.110	0.091	0.500	0.908	0.958
E2F1	EP300	9606.ENSP00000345571	9606.ENSP00000263253	0	0	0	0	0	0.737	0.500	0.815	0.973
E2F1	KAT2B	9606.ENSP00000345571	9606.ENSP00000263754	0	0	0	0	0	0.788	0.500	0.682	0.963
E2F1	STAT3	9606.ENSP00000345571	9606.ENSP00000264657	0	0	0	0	0	0	0.500	0.611	0.797
E2F1	CDK2	9606.ENSP00000345571	9606.ENSP00000266970	0	0	0	0	0.164	0.796	0.900	0.873	0.997
E2F1	TP53	9606.ENSP00000345571	9606.ENSP00000269305	0	0	0	0	0	0.510	0	0.974	0.986
E2F1	SKP2	9606.ENSP00000345571	9606.ENSP00000274255	0	0	0	0	0.092	0.822	0	0.736	0.953
E2F1	EZH2	9606.ENSP00000345571	9606.ENSP00000320147	0	0	0	0	0.169	0.304	0.500	0.744	0.916
E2F1	SP1	9606.ENSP00000345571	9606.ENSP00000329357	0	0	0	0	0	0.745	0.500	0.883	0.983
E2F1	SMAD3	9606.ENSP00000345571	9606.ENSP00000332973	0	0	0	0	0	0	0	0.728	0.728
E2F1	KAT5	9606.ENSP00000345571	9606.ENSP00000340330	0	0	0	0	0.042	0.295	0	0.705	0.783
E2F1	ESR1	9606.ENSP00000345571	9606.ENSP00000405330	0	0	0	0	0	0.292	0	0.611	0.713
E2F1	JUN	9606.ENSP00000345571	9606.ENSP00000360266	0	0	0	0	0	0	0	0.743	0.743
E2F1	BRCA1	9606.ENSP00000345571	9606.ENSP00000418960	0	0	0	0	0.140	0.423	0	0.775	0.879
E2F1	TRRAP	9606.ENSP00000345571	9606.ENSP00000352925	0	0	0	0	0.059	0.631	0	0.714	0.892
E2F1	CDKN2A	9606.ENSP00000345571	9606.ENSP00000418915	0	0	0	0	0.067	0.621	0	0.921	0.969
E2F1	CDKN1A	9606.ENSP00000345571	9606.ENSP00000384849	0	0	0	0	0	0.226	0.500	0.947	0.977
E2F1	MYC	9606.ENSP00000345571	9606.ENSP00000478887	0	0	0	0	0.084	0.166	0.500	0.990	0.995
E2F1	HDAC1	9606.ENSP00000345571	9606.ENSP00000362649	0	0	0	0	0.085	0.791	0.500	0.992	0.999
EP300	MAPK1	9606.ENSP00000263253	9606.ENSP00000215832	0	0	0	0	0.082	0.510	0	0.629	0.818
